aadi:0.8450980400142568:6,0.8450980400142568; 
enmarc:0.8450980400142568:6,0.8450980400142568; 
enmudec:0.8450980400142568:6,0.8450980400142568; 
ennegreci:0.8450980400142568:6,0.8450980400142568; 
enoj:0.8450980400142568:6,1.99589156526558; 
enorm:0.6020599913279624:1,0.6020599913279624; 6,1.4102789789022399; 
enredader:0.8450980400142568:6,2.068088455892457; 
enrej:0.8450980400142568:6,1.0994978993353877; 
enrgic:0.8450980400142568:6,0.8450980400142568; 
enrojec:0.8450980400142568:6,1.3538977586565184; 
ensandos:0.8450980400142568:6,0.8450980400142568; 
ensangrent:0.8450980400142568:6,1.0994978993353877; 
ense:0.6020599913279624:6,1.0228818660770116; 5,0.6020599913279624; 
ensegu:0.8450980400142568:6,1.7864893837356755; 
ensimism:0.8450980400142568:6,0.8450980400142568; 
ensordecedor:0.8450980400142568:6,1.0994978993353877; 
ent:0.8450980400142568:3,1.0994978993353877; 
entabl:0.8450980400142568:6,0.8450980400142568; 
entend:0.8450980400142568:6,2.1283911943393865; 
entender:0.8450980400142568:6,0.8450980400142568; 
entendi:0.8450980400142568:6,1.2483122772269866; 
enter:0.8450980400142568:6,1.8849480118086925; 
enterarn:0.8450980400142568:6,0.8450980400142568; 
enterars:0.8450980400142568:6,0.8450980400142568; 
enterndos:0.8450980400142568:3,0.8450980400142568; 
enterneci:0.8450980400142568:6,0.8450980400142568; 
enterr:0.8450980400142568:6,0.8450980400142568; 
enterrndos:0.8450980400142568:6,0.8450980400142568; 
entiend:0.8450980400142568:6,1.8849480118086925; 
entorn:0.8450980400142568:6,1.6901960800285136; 
entr:0.8450980400142568:6,1.3538977586565184; 
entra:0.47712125471966244:0,0.47712125471966244; 1,0.47712125471966244; 6,0.764376873198569; 
entrab:0.8450980400142568:6,1.5592887372501953; 
entrad:0.8450980400142568:6,1.9795768164477876; 
entran:0.8450980400142568:1,0.8450980400142568; 
entrand:0.8450980400142568:6,1.0994978993353877; 
entrar:0.47712125471966244:6,1.1356493741432871; 0,0.47712125471966244; 1,0.47712125471966244; 
entraron:0.8450980400142568:6,1.5592887372501953; 
entreabiert:0.8450980400142568:6,1.0994978993353877; 
entrecej:0.8450980400142568:6,1.0994978993353877; 
entrecerr:0.8450980400142568:6,1.608297617977649; 
entrechoc:0.8450980400142568:6,0.8450980400142568; 
entrecort:0.8450980400142568:6,1.2483122772269866; 
entrecruz:0.8450980400142568:6,1.2483122772269866; 
entreg:0.6020599913279624:2,0.6020599913279624; 6,1.1457743410647017; 
entren:0.8450980400142568:6,1.6901960800285136; 
entrepiern:0.8450980400142568:6,0.8450980400142568; 
entretuv:0.8450980400142568:6,0.8450980400142568; 
entristeci:0.8450980400142568:6,0.8450980400142568; 
ents:0.8450980400142568:3,0.8450980400142568; 
enturbi:0.8450980400142568:6,0.8450980400142568; 
entusiasm:0.8450980400142568:6,1.99589156526558; 
enumer:0.8450980400142568:6,0.8450980400142568; 
enva:0.8450980400142568:0,0.8450980400142568; 
envi:0.6020599913279624:0,0.7832981079068755; 6,1.3101374845559184; 
envidi:0.8450980400142568:6,0.8450980400142568; 
envindosel:0.8450980400142568:6,0.8450980400142568; 
envo:0.8450980400142568:6,0.8450980400142568; 
envolv:0.8450980400142568:6,1.0994978993353877; 
envolvi:0.8450980400142568:6,1.0994978993353877; 
envuelt:0.8450980400142568:6,0.8450980400142568; 
episodi:0.8450980400142568:6,1.0994978993353877; 
eplog:0.8450980400142568:6,0.8450980400142568; 
equilibri:0.8450980400142568:6,1.4357962207073829; 
equip:0.8450980400142568:6,1.5027121365481173; 
equivoc:0.8450980400142568:6,1.608297617977649; 
eregion:0.8450980400142568:4,0.8450980400142568; 
ergu:0.8450980400142568:6,1.0994978993353877; 
errand:0.8450980400142568:6,0.8450980400142568; 
error:0.8450980400142568:6,1.3538977586565184; 
eruct:0.8450980400142568:6,1.0994978993353877; 
esboz:0.8450980400142568:6,1.5592887372501953; 
escabull:0.8450980400142568:6,1.2483122772269866; 
escal:0.8450980400142568:6,1.0994978993353877; 
escaler:0.6020599913279624:6,1.3428640582624667; 1,0.6020599913279624; 
escalofr:0.8450980400142568:6,1.7571119958692483; 
escalofri:0.8450980400142568:6,1.0994978993353877; 
escalon:0.8450980400142568:6,1.4357962207073829; 
escap:0.3010299956639812:1,0.3010299956639812; 2,0.3010299956639812; 3,0.39164905395343774; 4,0.3010299956639812; 5,0.3010299956639812; 6,0.8071340380612606; 
escaparn:0.8450980400142568:6,0.8450980400142568; 
escapndos:0.8450980400142568:6,0.8450980400142568; 
escarabaj:0.8450980400142568:6,1.9795768164477876; 
escaramuz:0.8450980400142568:1,0.8450980400142568; 
escarb:0.8450980400142568:6,0.8450980400142568; 
escas:0.8450980400142568:6,1.4357962207073829; 
esccham:0.8450980400142568:6,1.4357962207073829; 
escchenm:0.8450980400142568:6,1.0994978993353877; 
escen:0.6020599913279624:6,0.7832981079068755; 0,0.6020599913279624; 
escndal:0.8450980400142568:6,1.0994978993353877; 
escolt:0.8450980400142568:6,0.8450980400142568; 
escoltndol:0.8450980400142568:6,0.8450980400142568; 
escombr:0.8450980400142568:3,0.8450980400142568; 
escond:0.6020599913279624:6,1.3101374845559184; 4,0.6020599913279624; 
escondi:0.8450980400142568:6,1.0994978993353877; 
escondit:0.8450980400142568:6,1.0994978993353877; 
escpel:0.8450980400142568:6,0.8450980400142568; 
escrib:0.6020599913279624:6,1.229040862323327; 2,0.6020599913279624; 
escribi:0.8450980400142568:6,1.0994978993353877; 
escrit:0.8450980400142568:6,1.5592887372501953; 
escritori:0.8450980400142568:6,1.0994978993353877; 
escuch:0.6020599913279624:4,0.6020599913279624; 6,1.9156607229649625; 
escuchndol:0.8450980400142568:6,0.8450980400142568; 
escudri:0.8450980400142568:6,0.8450980400142568; 
escuel:0.8450980400142568:6,1.3538977586565184; 
escul:0.8450980400142568:6,1.0994978993353877; 
escup:0.8450980400142568:6,1.6901960800285136; 
escupitaj:0.8450980400142568:6,1.2483122772269866; 
escurr:0.8450980400142568:6,0.8450980400142568; 
escurri:0.8450980400142568:6,1.0994978993353877; 
escurridiz:0.8450980400142568:6,1.0994978993353877; 
esenci:0.8450980400142568:6,0.8450980400142568; 
esencial:0.8450980400142568:6,1.4357962207073829; 
esfag:0.8450980400142568:6,0.8450980400142568; 
esforz:0.8450980400142568:6,1.3538977586565184; 
esforzndos:0.8450980400142568:6,1.0994978993353877; 
esfuerz:0.8450980400142568:6,2.1603262330819777; 
esfum:0.8450980400142568:6,1.6515265144397162; 
espa:0.8450980400142568:6,1.2483122772269866; 
espaci:0.8450980400142568:6,1.8390104579201128; 
espad:0.6020599913279624:6,0.7832981079068755; 0,0.7832981079068755; 
espaguetis:0.8450980400142568:6,0.8450980400142568; 
espald:0.8450980400142568:6,2.2080585162947393; 
espant:0.8450980400142568:6,1.7864893837356755; 
esparc:0.8450980400142568:6,0.8450980400142568; 
espas:0.8450980400142568:6,1.0994978993353877; 
especf:0.8450980400142568:6,1.3538977586565184; 
especi:0.8450980400142568:6,1.5592887372501953; 
especial:0.8450980400142568:6,1.6901960800285136; 
espect:0.8450980400142568:6,0.8450980400142568; 
espectcul:0.8450980400142568:6,1.0994978993353877; 
espectr:0.8450980400142568:6,0.8450980400142568; 
especul:0.8450980400142568:6,1.2483122772269866; 
espej:0.8450980400142568:6,0.8450980400142568; 
espeluzn:0.8450980400142568:6,1.5592887372501953; 
esper:0.47712125471966244:0,0.47712125471966244; 2,0.47712125471966244; 6,1.546134923321453; 
esperndon:0.8450980400142568:6,1.2483122772269866; 
espes:0.6020599913279624:6,0.8893156098068689; 0,0.7832981079068755; 
espesur:0.8450980400142568:6,0.8450980400142568; 
espet:0.8450980400142568:6,1.0994978993353877; 
espi:0.8450980400142568:6,1.4357962207073829; 
espin:0.8450980400142568:6,0.8450980400142568; 
espiral:0.8450980400142568:6,0.8450980400142568; 
espram:0.8450980400142568:6,0.8450980400142568; 
esquelet:0.8450980400142568:6,1.0994978993353877; 
esquelt:0.8450980400142568:6,1.0994978993353877; 
esquem:0.8450980400142568:6,1.2483122772269866; 
esquin:0.8450980400142568:6,1.9795768164477876; 
esquiv:0.6020599913279624:6,0.8893156098068689; 4,0.6020599913279624; 
est:0.6020599913279624:1,0.6020599913279624; 6,1.8603082445974306; 
estabiliz:0.8450980400142568:6,0.8450980400142568; 
establ:0.8450980400142568:6,1.5027121365481173; 
establec:0.8450980400142568:6,0.8450980400142568; 
estacion:0.8450980400142568:6,0.8450980400142568; 
estadst:0.8450980400142568:6,0.8450980400142568; 
estall:0.6020599913279624:6,1.272720716357658; 2,0.6020599913279624; 
estamp:0.8450980400142568:6,0.8450980400142568; 
estant:0.8450980400142568:6,1.4357962207073829; 
estanter:0.8450980400142568:6,0.8450980400142568; 
estar:0.6020599913279624:6,1.3719463732282233; 4,0.6020599913279624; 
estarn:0.8450980400142568:6,0.8450980400142568; 
estars:0.8450980400142568:6,1.3538977586565184; 
estatu:0.8450980400142568:6,0.8450980400142568; 
estbam:0.8450980400142568:6,1.4357962207073829; 
estel:0.8450980400142568:6,0.8450980400142568; 
estertor:0.8450980400142568:6,0.8450980400142568; 
estil:0.8450980400142568:6,0.8450980400142568; 
estimul:0.8450980400142568:6,0.8450980400142568; 
estir:0.8450980400142568:6,2.3158751378197833; 
estmag:0.8450980400142568:6,2.080967721759438; 
estmul:0.8450980400142568:6,0.8450980400142568; 
estn:0.6020599913279624:3,0.6020599913279624; 6,1.6726137177137446; 
estoc:0.8450980400142568:0,0.8450980400142568; 
estorb:0.8450980400142568:0,0.8450980400142568; 
estpid:0.8450980400142568:6,2.1801700611617965; 
estrangul:0.8450980400142568:6,1.5027121365481173; 
estrategi:0.6020599913279624:6,0.7832981079068755; 3,0.7832981079068755; 
estrech:0.8450980400142568:6,1.0994978993353877; 
estrell:0.8450980400142568:6,1.6901960800285136; 
estremec:0.8450980400142568:6,1.4357962207073829; 
estremecedor:0.8450980400142568:6,0.8450980400142568; 
estremeci:0.8450980400142568:6,1.5592887372501953; 
estrpit:0.8450980400142568:6,1.2483122772269866; 
estrs:0.8450980400142568:6,1.0994978993353877; 
estructur:0.8450980400142568:6,1.608297617977649; 
estruend:0.8450980400142568:6,1.7864893837356755; 
estruj:0.8450980400142568:6,1.2483122772269866; 
ests:0.8450980400142568:6,2.444103480269536; 
esttic:0.8450980400142568:6,0.8450980400142568; 
estudi:0.8450980400142568:6,1.8390104579201128; 
estudindol:0.8450980400142568:6,0.8450980400142568; 
estupidez:0.8450980400142568:6,1.3538977586565184; 
estupor:0.8450980400142568:6,1.0994978993353877; 
etap:0.8450980400142568:6,0.8450980400142568; 
etern:0.8450980400142568:6,1.3538977586565184; 
etiquet:0.8450980400142568:6,1.0994978993353877; 
eufori:0.8450980400142568:6,1.3538977586565184; 
evad:0.8450980400142568:6,0.8450980400142568; 
evalu:0.8450980400142568:6,1.2483122772269866; 
evalundol:0.8450980400142568:6,0.8450980400142568; 
evapor:0.8450980400142568:6,1.3538977586565184; 
evasin:0.8450980400142568:6,0.8450980400142568; 
event:0.8450980400142568:6,0.8450980400142568; 
evidenci:0.8450980400142568:6,0.8450980400142568; 
evident:0.8450980400142568:6,1.5592887372501953; 
evit:0.6020599913279624:6,1.443703740826061; 5,0.6020599913279624; 
evolucin:0.8450980400142568:6,0.8450980400142568; 
exact:0.8450980400142568:6,2.080967721759438; 
exactitud:0.8450980400142568:6,0.8450980400142568; 
exager:0.8450980400142568:6,1.3538977586565184; 
exalt:0.8450980400142568:6,0.8450980400142568; 
exam:0.8450980400142568:6,0.8450980400142568; 
examin:0.8450980400142568:6,1.9625029744629252; 
exasper:0.8450980400142568:6,1.0994978993353877; 
excelent:0.8450980400142568:6,0.8450980400142568; 
excepcin:0.8450980400142568:6,0.8450980400142568; 
exces:0.8450980400142568:6,1.0994978993353877; 
excit:0.8450980400142568:6,1.0994978993353877; 
excitacin:0.8450980400142568:6,1.0994978993353877; 
exclam:0.8450980400142568:6,2.3991058024783096; 
exhaust:0.8450980400142568:6,1.608297617977649; 
exhib:0.8450980400142568:6,0.8450980400142568; 
exhibicin:0.8450980400142568:6,0.8450980400142568; 
exig:0.8450980400142568:6,0.8450980400142568; 
exigi:0.8450980400142568:6,1.0994978993353877; 
exist:0.8450980400142568:6,1.8626974772987799; 
existent:0.6020599913279624:6,1.2517918429646953; 1,0.6020599913279624; 
existi:0.8450980400142568:6,1.0994978993353877; 
exnim:0.8450980400142568:2,0.8450980400142568; 
exorbit:0.8450980400142568:6,1.0994978993353877; 
expand:0.8450980400142568:6,0.8450980400142568; 
expect:0.8450980400142568:6,1.3538977586565184; 
expel:0.8450980400142568:6,0.8450980400142568; 
experient:0.6020599913279624:6,1.2041199826559248; 3,0.6020599913279624; 
experiment:0.8450980400142568:6,1.9625029744629252; 
explcam:0.8450980400142568:6,0.8450980400142568; 
explic:0.8450980400142568:6,2.1054448844259426; 
explicacin:0.8450980400142568:6,1.9257702018406655; 
explicart:0.8450980400142568:6,0.8450980400142568; 
explicndol:0.8450980400142568:6,0.8450980400142568; 
expliqu:0.8450980400142568:6,0.8450980400142568; 
explor:0.8450980400142568:6,1.6515265144397162; 
exploracin:0.8450980400142568:6,1.0994978993353877; 
explosin:0.8450980400142568:6,1.4357962207073829; 
explot:0.8450980400142568:6,1.5592887372501953; 
expres:0.8450980400142568:6,1.3538977586565184; 
expresin:0.8450980400142568:6,2.258184662467769; 
expuest:0.8450980400142568:6,0.8450980400142568; 
expuls:0.8450980400142568:6,1.0994978993353877; 
extend:0.8450980400142568:6,1.9795768164477876; 
extendi:0.8450980400142568:6,1.6515265144397162; 
extens:0.8450980400142568:6,1.3538977586565184; 
extensin:0.8450980400142568:6,0.8450980400142568; 
extenu:0.8450980400142568:6,0.8450980400142568; 
exterior:0.6020599913279624:6,1.272720716357658; 3,0.6020599913279624; 
extern:0.8450980400142568:6,1.0994978993353877; 
extiend:0.8450980400142568:6,0.8450980400142568; 
extingu:0.8450980400142568:6,1.0994978993353877; 
extirp:0.8450980400142568:6,0.8450980400142568; 
extra:0.8450980400142568:6,2.453395657991906; 
extraj:0.8450980400142568:6,0.8450980400142568; 
extralimit:0.8450980400142568:6,0.8450980400142568; 
extrandol:0.8450980400142568:6,0.8450980400142568; 
extraordinari:0.8450980400142568:6,0.8450980400142568; 
extraterrestr:0.8450980400142568:6,0.8450980400142568; 
extrem:0.8450980400142568:6,1.9257702018406655; 
exuber:0.8450980400142568:6,0.8450980400142568; 
fabric:0.8450980400142568:6,0.8450980400142568; 
fach:0.8450980400142568:6,0.8450980400142568; 
facial:0.8450980400142568:6,0.8450980400142568; 
facilit:0.6020599913279624:6,0.6020599913279624; 2,0.6020599913279624; 
factibl:0.8450980400142568:6,0.8450980400142568; 
fall:0.8450980400142568:6,1.2483122772269866; 
fals:0.8450980400142568:6,1.5027121365481173; 
falt:0.8450980400142568:6,1.9625029744629252; 
famili:0.8450980400142568:6,2.026494401400509; 
familiar:0.8450980400142568:6,1.0994978993353877; 
famlic:0.8450980400142568:6,1.0994978993353877; 
fangorn:0.8450980400142568:3,1.2483122772269866; 
fantasm:0.8450980400142568:6,1.4357962207073829; 
fantasmagr:0.8450980400142568:6,0.8450980400142568; 
fantasmal:0.8450980400142568:6,1.0994978993353877; 
fantstic:0.8450980400142568:6,0.8450980400142568; 
faram:0.47712125471966244:0,0.7047659464249274; 1,0.6207490639591157; 2,0.47712125471966244; 
fas:0.8450980400142568:6,0.8450980400142568; 
fascin:0.8450980400142568:6,1.4357962207073829; 
fascinacin:0.8450980400142568:6,1.0994978993353877; 
fatal:0.8450980400142568:6,1.2483122772269866; 
fatig:0.6020599913279624:6,0.7832981079068755; 3,0.6020599913279624; 
favooo:0.8450980400142568:6,0.8450980400142568; 
favorit:0.8450980400142568:6,0.8450980400142568; 
fbric:0.8450980400142568:6,1.0994978993353877; 
fcil:0.8450980400142568:6,1.8390104579201128; 
fcilment:0.8450980400142568:6,1.4357962207073829; 
febril:0.8450980400142568:6,0.8450980400142568; 
felic:0.8450980400142568:6,1.5592887372501953; 
felicit:0.8450980400142568:6,1.0994978993353877; 
feliz:0.8450980400142568:6,1.905926373760847; 
femenin:0.8450980400142568:6,0.8450980400142568; 
fenmen:0.8450980400142568:6,1.0994978993353877; 
feo:0.8450980400142568:6,0.8450980400142568; 
feroc:0.8450980400142568:6,1.2483122772269866; 
feroz:0.8450980400142568:6,1.0994978993353877; 
fervient:0.8450980400142568:6,0.8450980400142568; 
festej:0.8450980400142568:6,0.8450980400142568; 
festn:0.8450980400142568:6,1.0994978993353877; 
fiar:0.8450980400142568:6,0.8450980400142568; 
fiarn:0.8450980400142568:6,0.8450980400142568; 
fiest:0.8450980400142568:5,1.0994978993353877; 
figur:0.8450980400142568:6,1.5592887372501953; 
fij:0.8450980400142568:6,2.0934103172412435; 
fil:0.8450980400142568:6,1.725176957126657; 
filos:0.8450980400142568:6,1.4357962207073829; 
fin:0.8450980400142568:6,1.2483122772269866; 
final:0.47712125471966244:6,1.435467088900838; 1,0.47712125471966244; 3,0.47712125471966244; 
finaliz:0.8450980400142568:0,0.8450980400142568; 
financi:0.8450980400142568:6,0.8450980400142568; 
finc:0.8450980400142568:6,2.3353675810805687; 
fing:0.8450980400142568:6,1.2483122772269866; 
firm:0.8450980400142568:6,1.3538977586565184; 
firmement:0.8450980400142568:6,1.6515265144397162; 
firmez:0.8450980400142568:6,1.4357962207073829; 
fjat:0.8450980400142568:6,0.8450980400142568; 
flam:0.8450980400142568:6,0.8450980400142568; 
flanc:0.8450980400142568:6,1.0994978993353877; 
flaquit:0.8450980400142568:6,1.0994978993353877; 
flash:0.8450980400142568:6,0.8450980400142568; 
flech:0.6020599913279624:6,1.272720716357658; 0,0.6020599913279624; 
flechaz:0.8450980400142568:2,0.8450980400142568; 
flem:0.8450980400142568:6,1.0994978993353877; 
flexion:0.8450980400142568:6,1.0994978993353877; 
flor:0.8450980400142568:6,1.3538977586565184; 
florecit:0.8450980400142568:6,0.8450980400142568; 
florer:0.8450980400142568:6,0.8450980400142568; 
flot:0.6020599913279624:6,1.292097826549137; 0,0.6020599913279624; 
fluorescent:0.8450980400142568:6,1.0994978993353877; 
foc:0.8450980400142568:6,1.0994978993353877; 
fof:0.8450980400142568:6,0.8450980400142568; 
fogonaz:0.8450980400142568:6,1.0994978993353877; 
fold:0.8450980400142568:3,0.8450980400142568; 
follaj:0.8450980400142568:6,1.3538977586565184; 
fond:0.8450980400142568:6,1.7864893837356755; 
forceje:0.8450980400142568:6,0.8450980400142568; 
form:0.6020599913279624:4,0.6020599913279624; 6,1.4539588329365711; 
formacin:0.8450980400142568:6,0.8450980400142568; 
formal:0.8450980400142568:6,0.8450980400142568; 
formul:0.8450980400142568:6,0.8450980400142568; 
forn:0.8450980400142568:6,0.8450980400142568; 
fortalez:0.8450980400142568:6,0.8450980400142568; 
forz:0.8450980400142568:6,1.608297617977649; 
fos:0.8450980400142568:6,2.1499869179433215; 
fot:0.8450980400142568:6,0.8450980400142568; 
fotograf:0.8450980400142568:6,0.8450980400142568; 
fra:0.8450980400142568:6,1.5592887372501953; 
fracas:0.6020599913279624:6,0.7832981079068755; 0,0.6020599913279624; 
